Date of Article,name,position,text,PTR Sentiment,Flair Sentiment,Flair Score
11/12/2024,Degree Apprenticeships @ UWTSD,935 followers,"🌺 Llun Cwrdd â'r Tîm: Gareth Collett CBE CEng PhD FIExpE  Yr wythnos hon, rydyn ni’n falch o gyflwyno Gareth Collett, sy'n arwain datblygiad strategol y cynnig 'Peirianneg Ffrwydron' OME yn Y Drindod Dewi Sant. Gyda hanes anhygoel o arweinyddiaeth strategol dros 34 mlynedd yn y Fyddin Brydeinig, mae profiad Gareth mewn peirianneg ffrwydron yn cwmpasu heriau mwyaf cymhleth a sensitif y byd. Ar wahân i wasanaeth gweithredol yng Ngogledd Iwerddon, y Balcanau, Irac, Affganistan a Gogledd Affrica, mae enghreifftiau'n cynnwys lleihau risg ffrwydradau ar gyfer yr Osgordd Frenhinol, lliniaru risg ffrwydradau ar dancer olew sownd wedi'i amgylchynu gan fwyngloddiau môr yn Yemen, ymchwilio i drychineb Porthladd Beirut, cyfrannu i ymchwiliadau i droseddau rhyfel megis trychineb Theatr Mariupol, a rhedeg platfform rhaglenni amddiffyn rhag gwrthfesurau gwerth biliynau o bunnoedd ar gyfer Amddiffyn.  Yn Beiriannydd Ffrwydron Siartredig, ymchwilydd damweiniau a rheolwr risg, mae arbenigedd Gareth o'r radd flaenaf ac wedi'i seilio ar rolau megis Ymgynghorydd Bwrdd Amddiffyn, pennaeth proffesiwn gwaredu bomiau'r DU a Phrif Gynghorydd Technegol y Cenhedloedd Unedig. Mae bellach yn arwain ym maes addysg uwch yn Gyfarwyddwr Gweithredol, gan ddylanwadu ar y to nesaf o weithwyr amddiffyn a diogelwch proffesiynol.  Yn ei amser personol, mae Gareth wedi ymrwymo'n ddwfn i roi rhywbeth yn ôl. Mae'n Ymddiriedolwr ar gyfer Elusen Gwaredu Bomiau Cronfa Felix, yn un o Ryddfreinwyr Dinas Llundain, yn Llysgennad ar gyfer REVIVE ac Action on Armed Violence, ac yn eiriolwr ar ran achosion sy'n agos at ei galon - ymchwil canser wrolegol ac ymwybyddiaeth PTSD.  Ffaith hwyl: Yn ei arwisgiad CBE yn 2013, trafododd Gareth a'i Mawrhydi addasrwydd Corgis wrth waredu bomiau. Er bod y canlyniad yn parhau'n gyfrinach bersonol, roedd cytundeb y gallai gwair hir fod yn anodd.  Rydyn ni'n wirioneddol falch o gael Gareth i arwain tîm OME - diolch i Gareth! 🏅 🎖",0.5006,POSITIVE,0.9995
11/12/2024,Raheleh .,Verpleegkundige Cardio,"Weken lang vreedzaam protesteren de Iraanse verpleegkundigen in het hele land. De inzet van de verpleegkundigen wordt niet gewaardeerd noch beloond. Salarisschaal te verwaarlozen, werkdruk en maandenlijkelasten extreem hoog.  De Iraanse verpleegkundigen kiezen in het land te blijven, hun eigen natie te bedienen inclusief de miljoenen arme Afghaanse immigranten met hun bijbehorende problemen en culturele dilemma’s.  In de laatste periode was te zien, koffers gevuld met geld, goud en financiële steun richting Palestina en Libanon voor de ogen van miljoenen Iraniërs.  Eigen Eerlijke Volk Eerst! Dan de rest!",0.5006,POSITIVE,0.8754
11/12/2024,Mahesh Landge,"MLA Bhosari, Leader BJP Pimpri Chinchwad","hashtag #PMRIndustryGrowth US Arms Manufacturer Sig Sauer plans to locally manufacture part of 145,000 assault rifles ( ordered by Indian army) in India in partnership with  hashtag #Punebased Nibe Group.",0.5323,NEGATIVE,0.9154
11/12/2024,HIKEArmenia,840 followers,"[ENG] After a rainy hike, there’s nothing better than warming up! Treat yourself to a cozy evening with hot tea and a good book you always wanted to read. Don’t forget to dry your gear properly to keep it in the best shape. 🥾  ⛅ By the way, Dilijan and its destinations are among the most magical for autumn hiking. The good news is - there won’t be the usual crowds. So, make some tea and read more about tips on how to get away in Dilijan this fall:  [ARM] Անձրևոտ արշավից հետո տաքանալուց ավելի հաճելի բան չկա: Տաք թեյ պատրաստեք և կարդացեք այն մի գիրքը, որը երկար ժամանակ հետաձգում էիք: Մի մոռացեք պատշաճ կերպով չորացնել ձեր հանդերձանքը, որպեսզի այն լավ վիճակում պահեք ձեր հաջորդ արշավի համար: 🥾  ⛅ Ի դեպ, Դիլիջանն ու նրա ուղղությունները աշնանային արշավների համար ամենակախարդականներից են։ Լավ նորությունն այն է, որ սովորական ամբոխը չի լինի այս ամիսներին: Այսպիսով, թեյ պատրաստեք և կարդացեք մեր կայքում ավելին այս աշնանը Դիլիջանում արշավելու մասին՝",0.5045,POSITIVE,0.9983
11/12/2024,Vanguard Magazine Canada,"2,655 followers","In the latest episode of Vanguard Radio, host J. Richard Jones welcomes Simon Carroll, President of Saab Canada, to discuss the company's influential role in the Canadian defence landscape. With over 35 years of experience supporting the Canadian Armed Forces, Saab has established a robust presence across the country.    Simon, a former Officer in the Royal Australian Navy, shares his insights on Saab's recent achievements, including the Soldier Portable Air Defence System (SPADS) project awarded in February 2024, as well as ongoing collaborations with the Canadian Navy. The conversation also explores the implications of Sweden joining NATO and how it affects Saab's strategic approach in Canada, particularly in light of the 'Our North, Strong and Free' report.    Join them as they delve into key topics such as the Canadian Patrol Submarine Project (CPSP) and the importance of fostering strong partnerships with the Canadian government and local industry. This episode offers valuable perspectives on innovation, strategy, and the future of defence in Canada. Don't miss it!",0.528,POSITIVE,0.999
11/12/2024,CISS AJK,Official account of CISS AJK,"CISSAJK Strategic Forecast | Research Officer Zohaib Altaf writes for Strategic Forecast on Rationale behind Pakistan's New Ship Launched Ballistic Missile Test Pakistan’s successful test of its indigenously developed Ship Launched Ballistic Missile (SLBM) marks a strategic leap in naval modernization, emphasizing precision to enhance maritime security and deterrence. With a range of 350 kilometers and the ability to strike land and sea targets, this missile demonstrates Pakistan’s focus on cost-effective defense. In stark contrast to India’s $72.6 billion defense budget—of which $13 billion goes to the Navy—Pakistan operates with a leaner $7.64 billion budget, allocating $821.9 million to its naval forces. This approach highlights Pakistan’s commitment to efficiency, leveraging advanced precision-guided systems as a credible deterrent without escalating to an arms race. By prioritizing precision and agility over fleet size, Pakistan strengthens its defense posture in a way that is both strategic and sustainable",0.5214,POSITIVE,0.9995
11/12/2024,Exsolvæ,"2,786 followers","Clone, a pioneering company in humanoid robotics, is pushing the boundaries of what robots can do with their new musculoskeletal torso.  This incredible system uses hydraulic tendons and muscles to simulate human-like movements. Right now, its abilities are limited, but it’s already capable of autonomously moving its arms and elbows, as well as mimicking human hand gestures.  While it is still in the research and development stage, we can glimpse at what the future holds for advanced robotics  Check out this video demonstration to see this innovative technology in action.’s progress is one step closer to truly lifelike, functional machines.  Source ->",0.5344,POSITIVE,1.0
11/12/2024,Shephard Group,"7,382 followers",Shephard takes a deep dive into the latest developments in the South Korean defence sector as the country arms itself to deal with current and future threats.,0.5188,POSITIVE,0.9893
11/12/2024,Kalea Texeira,"Founder, StratComm Consulting | Aviation Industry Influencer & Writer | Air Force Veteran | FAA Strategist",Check out my new article on Breaking: Skunk Works Reveals Groundbreaking Low-Observable Aerial Refueling!,0.5342,POSITIVE,0.9829
11/12/2024,Antonio Di Lieto,Founder of SK Armour and ADL Sourcing,,,,
11/12/2024,Dr. Asma Shakir Khawaja,"Executive Director, Center for International Strategic Studies, Azad Jammu & Kashmir.","Pakistan’s successful test of its indigenously developed Ship Launched Ballistic Missile (SLBM) marks a strategic leap in naval modernization, emphasizing precision to enhance maritime security and deterrence. With a range of 350 kilometers and the ability to strike land and sea targets, this missile demonstrates Pakistan’s focus on cost-effective defense. In stark contrast to India’s $72.6 billion defense budget—of which $13 billion goes to the Navy—Pakistan operates with a leaner $7.64 billion budget, allocating $821.9 million to its naval forces. This approach highlights Pakistan’s commitment to efficiency, leveraging advanced precision-guided systems as a credible deterrent without escalating to an arms race. By prioritizing precision and agility over fleet size, Pakistan strengthens its defense posture in a way that is both strategic and sustainable",0.519,POSITIVE,0.9994
11/12/2024,sandhyasanthoshini deevi,Student at Narayana Engineering College India Studying Artifical Intelligence And Machine Learning,"The image shows a medical robot in a hospital setting, designed to assist healthcare professionals in providing patient care. This robot has a humanoid form with a sleek, modern appearance, equipped with digital screens and sensors. Its chest display shows vital signs, suggesting it can monitor patients' heart rate, oxygen levels, and other critical parameters. The robot's design includes features like jointed arms and a head with large, expressive eyes, likely meant to create a friendly and approachable presence for patients.  Medical robots like this one are used to improve efficiency in healthcare settings, providing real-time data, assisting in patient monitoring, medication management, and supporting healthcare staff by reducing manual workload. With advancements in artificial intelligence, these robots could potentially perform routine check-ups, help with basic patient interactions, and alert doctors or nurses in case of emergencies. The integration of such robots in hospitals could pave the way for a more streamlined and technologically advanced healthcare system, allowing human staff to focus on tasks that require critical decision-making and empathetic interaction.",0.512,POSITIVE,0.9657
